Unnamed: 0,tweets,time,language,translated_tweets
473,Si vous participez un appel d'offre et que vous perdez en remarquant que l'on a changé les règles du jeu en cours de route pour favoriser un concurrent vous diriez quoi ?,2021-06-30 14:23:50+00:00,"((0, 172, 'FRENCH', 'fr'),)",[{'translation_text': 'If you take part in a call for tenders and you lose by noting that we have changed the rules of the game along the way to favor a competitor you would say what?'}]
474,"Lorsque l'on fait un appel d'offre le choix s'effectue sur des critères qui se veulent objectifs. Si la grille d'évaluation donne un résultat clair, il serait illégal de choisir un autre que le vainqueur...",2021-06-30 14:22:10+00:00,"((0, 210, 'FRENCH', 'fr'),)","[{'translation_text': 'When making a call for tender, the choice is made on criteria that are intended to be objective. If the evaluation grid gives a clear result, it would be illegal to choose a different winner...'}]"
475,A armasuisse maintenant de démontrer qu'ils sont capables de mener à bien un projet d'acquisition de cette important !!,2021-06-30 14:19:32+00:00,"((0, 121, 'FRENCH', 'fr'),)",[{'translation_text': 'A armasuisse now to demonstrate that they are able to carry out a project to acquire this important !!'}]
476,Visiblement les autres offres ont un coût plus élevé!,2021-06-30 14:18:20+00:00,"((0, 56, 'FRENCH', 'fr'),)",[{'translation_text': 'Obviously the other offers have a higher cost!'}]
477,Le choix est fait le CF choisit le F35 et le système patriot. Vu le résultat des offres il n'y avait pas de place pour une décision politique!,2021-06-30 14:08:43+00:00,"((0, 145, 'FRENCH', 'fr'),)",[{'translation_text': 'The choice is made the CF chooses the F35 and the patriot system. Given the result of the offers there was no room for a political decision!'}]
478,Dommage  le service dépannage ne répondait pas...,2021-06-29 17:38:27+00:00,"((0, 51, 'FRENCH', 'fr'),)","[{'translation_text': ""Too bad the troubleshooting service didn't answer...""}]"
480,"Voilà, les premiers retours de manivelle font déjà mal...

aucoeurdeleurope accordscadres",2021-06-24 16:11:55+00:00,"((0, 92, 'FRENCH', 'fr'),)","[{'translation_text': 'Here, the first hand crank returns are already hurting... at the heart of their own framework agreements.'}]"
482,Un peu ridicule de prendre 5 minutes au parlCH pour critiquer la taxe sur les billets d'avion alors que le peuple l'a refusé...,2021-06-17 06:11:19+00:00,"((0, 128, 'FRENCH', 'fr'),)",[{'translation_text': 'A little ridiculous to take 5 minutes to the parlCH to criticize the tax on airline tickets while the people refused it...'}]
484,"Madame la Présidente, un bateau motorisé, ce n'est pas un moyen de mobilité douce...",2021-06-15 16:46:28+00:00,"((0, 87, 'FRENCH', 'fr'),)","[{'translation_text': 'Madam President, a motorized boat is not a means of smooth mobility...'}]"
485,"Je constate que pour l' il est d'usage de lancer du riz lors des divorces...et de remercier leurs amis de 
aucoeurdeleurope parlCH accordscadres",2021-06-15 06:35:43+00:00,"((0, 144, 'FRENCH', 'fr'),)",[{'translation_text': 'I note that it is common practice to throw rice during divorces... and to thank their friends for the heart of their poverty through the framework agreements.'}]
486,"Ils connaissent la séparation des pouvoirs ? Heureusement qu'elle ne peut pas arrêter une enquête, si elle le pouvait notre démocratie serait vraiment en danger...",2021-06-12 12:58:48+00:00,"((0, 167, 'FRENCH', 'fr'),)","[{'translation_text': ""They know the separation of powers? Fortunately, she can't stop an investigation, if she could, our democracy would be in real danger...""}]"
487,"La gauche refuse la transparence de la double nationalité, elle devrait plutôt se battre contre le fait qu'il est possible de retirer la nationalité suisse à un double national!
ParlCH",2021-06-10 08:38:51+00:00,"((0, 188, 'FRENCH', 'fr'),)","[{'translation_text': 'The left refuses the transparency of dual nationality, it should instead fight against the fact that it is possible to withdraw Swiss nationality to a dual national! ParlCH'}]"
488,"Si nous incitons à la croissance démographique pour s'occuper de la veillesse, on va jusqu'où ? Un tel système va exploser à la limite...jeu de l'avion...",2021-06-09 15:23:43+00:00,"((0, 159, 'FRENCH', 'fr'),)","[{'translation_text': 'If we encourage population growth to take care of the watch, how far do we go? Such a system will explode at the limit...the plane game...'}]"
489,"2/2 ce sont les mêmes qui refusent la taxe sur le billet d'avion en disant que les bas revenus ne pourront pas voyager...mais ce n 'est pas grave si les bas revenus étrangers ne peuvent pas voyager à Lausanne!
vivreavecnoscontradictions
 LoiCO2",2021-06-09 10:06:28+00:00,"((0, 247, 'FRENCH', 'fr'),)",[{'translation_text': '2/2 they are the same ones who refuse the tax on the plane ticket by saying that low incomes will not be able to travel... but it is no big deal if the low foreign incomes cannot travel to Lausanne! live with our contradictions LoiCO2'}]
490,"1/2 Lorsqu'à Lausanne l'augmentation de la taxe de séjour est discutée, des rangs de  il est dit: 
""À Lausanne, les touristes ne sont pas des backpackers en sandales mais des gens en costard ou des gens fortunés qui ont les moyens de venir en Suisse.""...",2021-06-09 10:04:07+00:00,"((0, 259, 'FRENCH', 'fr'),)","[{'translation_text': '1/2 When in Lausanne the increase of the tax of stay is discussed, ranks of it is said: ""In Lausanne, tourists are not backpackers in sandals but people in suit or wealthy people who have the means to come to Switzerland.""...'}]"
493,"Quand je lis: 
""Si l’on freine la migration, qui prendra en charge le vieillissement? interroge Pascal Broulis.""
Je me dis que le  n'a pas encore compris les risques du jeux de l'avion!",2021-06-09 07:59:06+00:00,"((0, 187, 'Unknown', 'un'),)",NA
496,Prêt loico2oui,2021-06-05 07:41:09+00:00,"((0, 15, 'Unknown', 'un'),)",NA
497,Et le pire serait de ne plus considérer les compétences de celles qui travaillent depuis longtemps chez nous ! Une solution doit être trouvée !,2021-05-31 04:20:35+00:00,"((0, 147, 'FRENCH', 'fr'),)",[{'translation_text': 'And the worst thing would be not to consider the skills of those who have been working for a long time at home! A solution must be found!'}]
498,"Amusant, un restaurant bernois m'envoie de la publicité en m'enjoignant à soutenir la gastronomie locale durant la session...soit, avec plaisir. Mais les trois vins qui sont cités dans la lettre sont tous français !",2021-05-28 13:23:16+00:00,"((0, 127, 'Unknown', 'un'), (127, 92, 'FRENCH', 'fr'))",NA
501,"C'est bien le risque...on va faire du cherry-picking et espérer que cela se voie pas trop...théorie du coucou...
aucoeurdeleurope",2021-05-26 21:08:06+00:00,"((0, 131, 'FRENCH', 'fr'),)","[{'translation_text': ""That's the risk... we're going to make some cherry-picking and hope it doesn't get too... cuckoo theory...""}]"
504,"Le Conseil fédéral enterre l'accord cadre...sans débats...consternant!
aucoeurdeleurope accordcadre",2021-05-26 16:16:11+00:00,"((0, 102, 'FRENCH', 'fr'),)",[{'translation_text': 'The Federal Council burys the framework agreement...without debate...consterning!to the heart of their own framework agreement'}]
505,Et pourquoi cet attachement particulier aux Corcelles?,2021-05-26 04:03:52+00:00,"((0, 54, 'FRENCH', 'fr'),)",[{'translation_text': 'And why this particular attachment to the Corcelles?'}]
506,"2/2
Remplacez ""vidéos de décapitation sur internet"" par autre chose que vous regardez plusieurs fois et vous voilà projeté dans un monde qui transforme la présomption d'innocence et procès d'intention...
PMTNon",2021-05-25 09:17:44+00:00,"((0, 216, 'FRENCH', 'fr'),)","[{'translation_text': '2/2 Replace ""videos of beheading on the internet"" with something else that you look at several times and you are now projected into a world that transforms the presumption of innocence and trial of intent...'}]"
507,"1/2
Quand on lit la citation du ministre français de l'intérieur:   «Aujourd’hui, si une personne se connecte et regarde plusieurs fois des vidéos de décapitation sur internet, nous ne le savons pas. Avec la nouvelle loi, nous connaîtrons ces connexions.""",2021-05-25 09:15:02+00:00,"((0, 263, 'FRENCH', 'fr'),)","[{'translation_text': '1/2 When we read the quote of the French Minister of the Interior: ""Today, if a person connects and watches video decapitation on the internet several times, we do not know it. With the new law, we will know these connections.""'}]"
508,Tu as raison...disons avec maintenant des exemples concrets d'attaques organisées et planifiées...,2021-05-25 06:23:49+00:00,"((0, 100, 'FRENCH', 'fr'),)","[{'translation_text': ""You're right... let's now say concrete examples of organized and planned attacks...""}]"
509,Article à lire...flou artistique ou usage de fumigènes...en tout cas le cyberespace est un nouveau champ de batailles!,2021-05-25 05:46:39+00:00,"((0, 120, 'FRENCH', 'fr'),)",[{'translation_text': 'Article to read...artistic flou or use of fumigants...in any case cyberspace is a new battlefield!'}]
510,"C'est intéressant d'entendre un élu  dire que les bilatérales sont excellentes et qu'il faut les poursuivre alors que son parti les a toujours combattu!!! On appelle cela comment?
aucoeurdeleurope",2021-05-24 05:32:08+00:00,"((0, 199, 'FRENCH', 'fr'),)","[{'translation_text': ""It's interesting to hear an elected one say that the bilaterals are excellent and that they must be pursued while his party has always fought them!!! We call this what? to the heart of their hearts""}]"
511,"""Plus qu'à"" faire quelque chose de cette réponse pour éviter les dérives tout en profitant des opportunités...",2021-05-20 17:51:31+00:00,"((0, 115, 'FRENCH', 'fr'),)","[{'translation_text': '""More than"" do something of this answer to avoid drifts while taking advantage of opportunities...'}]"
514,"Il faut ouvrir le débat, le Conseil fédéral doit remettre le dossier des accords cadres au parlement et au peuple...signez la pétition.
aucoeudeleurope",2021-05-19 04:34:49+00:00,"((0, 155, 'FRENCH', 'fr'),)","[{'translation_text': 'We have to open the debate, the Federal Council has to hand over the dossier of the framework agreements to the parliament and the people... sign the petition. aucoeudeleurope'}]"
517,"En politique il est normal d'être adversaire, mais s'il vous plait, du RESPECT!",2021-05-10 09:27:08+00:00,"((0, 80, 'FRENCH', 'fr'),)","[{'translation_text': 'In politics it is normal to be an opponent, but please, RESPECT!'}]"
519,"""Avec la loi MPT, dans le cas de Morges, on aurait pu mieux encadrer la personne en amont, et peut-être empêcher sa radicalisation."" Avec des si on mettrai Paris en bouteille Madame la Conseillère fédérale, la MPT n'aurait pas servi dans ce cas. MPTnon",2021-05-06 15:54:06+00:00,"((0, 257, 'FRENCH', 'fr'),)","[{'translation_text': '""With the MPT law, in the case of Morges, we could better frame the person upstream, and perhaps prevent his radicalization."" With if we would bottle Paris Madam Federal Counsellor, the MPT would not have served in this case. MPTnon'}]"
520,"Vous trouvez pas douteux d'utiliser un compte  pour deux sujets de votations distinctes ? J'ai dit oui à l'achat d'avions je dirai non à la loi sur les mesures policières. Il ne faut pas confondre sécurité avec Etat policier!
MPTnon",2021-05-05 10:25:25+00:00,"((0, 237, 'FRENCH', 'fr'),)",[{'translation_text': 'Do you find it doubtful to use an account for two separate voting topics? I said yes to the purchase of aircraft I will say no to the law on police measures. We must not confuse security with police state! MPTnon'}]
522,"Les  disent non aux mesures policières mais le groupe soutient la modification de la loi ADN, contrairement à ce que nous entendons à la tribune! parlCH PMTnon",2021-05-04 10:26:17+00:00,"((0, 162, 'Unknown', 'un'),)",NA
523,"Petite explication de la guéguerre que mènent les syndicats contre l'accord-cadre, ou comment s'accrocher à sa position. accordcadre accordcadreoui aucoeurdeleurope",2021-05-03 07:25:40+00:00,"((0, 52, 'FRENCH', 'fr'), (52, 115, 'Unknown', 'un'))","[{'translation_text': 'A small explanation of the war waged by the unions against the framework agreement, or how to cling to its position. framework agreement framework agreementyes to the heart of the continent'}]"
525,La France prévoit une surveillance d'internet avec de l'AI pour mettre en évidence les comportement douteux...Voulons nous prendre le même chemin ? MPTnon,2021-05-03 06:15:36+00:00,"((0, 157, 'FRENCH', 'fr'),)",[{'translation_text': 'France plans to monitor the internet with AI to highlight questionable behavior... Do we want to take the same path? MPTnon'}]
527,Pourtant aucune page en allemand dans ce journal...,2021-04-29 18:57:35+00:00,"((0, 51, 'FRENCH', 'fr'),)",[{'translation_text': 'Yet no page in German in this newspaper...'}]
528,J'ai un peu l'impression que nos amis pétroliers sont sous stress  avenue,2021-04-29 18:42:35+00:00,"((0, 74, 'FRENCH', 'fr'),)",[{'translation_text': 'I feel like our oil friends are under stress.'}]
529,"Les votes sont confidentiels, mais je peux vous assurez que j'ai confirmé ce que j'ai voté au CN, je vous laisse chercher ma position, vu qu'elle est publique! 🤦‍",2021-04-25 12:24:49+00:00,"((0, 169, 'FRENCH', 'fr'),)","[{'translation_text': 'The votes are confidential, but I can assure you that I have confirmed what I voted for in CN, I will let you look for my position, since it is public!'}]"
