,tweets,time,language,translated_tweets
375,Madame hat die Hosen voll - und stiftet indirekt natürlich genau dazu an … genugistgenug tschüssjsh alleshateinende stopsubventionsverschleuderung ehrefürmarkus,2021-07-26 14:32:39+00:00,"((0, 165, 'GERMAN', 'de'),)","Madame is full of trousers - and indirectly, of course, instigates exactly to it ... enoughisgenug tschüssjsh alleshat einende stopsubsidysverschussung honorfürmarkus"
376,"So, nun ist die gute Dame endgültig fällig ! Selber schuld - wir haben gewarnt !",2021-07-26 14:27:51+00:00,"((0, 82, 'GERMAN', 'de'),)","So, now the good lady is finally due ! Same fault - we warned !"
377,Die gute Dame retweeted und likt nach wie vor Unwahrheiten …,2021-07-26 14:26:46+00:00,"((0, 62, 'GERMAN', 'de'),)",The good lady retweeted and still liking untruths ...
378,Das glauben Sie nicht im Ernst ?,2021-07-26 14:13:01+00:00,"((0, 32, 'GERMAN', 'de'),)",You don't think so?
379,Die Wahrheit tut oft weh !,2021-07-26 11:07:22+00:00,"((0, 26, 'GERMAN', 'de'),)",The truth often hurts!
380,"Echt jetzt, liebe   - Ihr vergleicht uns mit den deutschen Grünen? Schade, Ihr scheint den Kompass total verloren zu haben …",2021-07-25 21:50:39+00:00,"((0, 127, 'GERMAN', 'de'),)","Really now, dear - you compare us with the German Greens? Too bad you seem to have totally lost the compass ..."
381,"Mein Kommentar war keineswegs unnötig - es ist dringend und wichtig, dass die Bürgerinnen und Bürger sehen, was für Exponenten in dieser Partei an führender Stelle mitmachen!",2021-07-25 17:41:20+00:00,"((0, 179, 'GERMAN', 'de'),)",My comment was by no means unnecessary - it is urgent and important that citizens see what exponents in this party are leading the way!
382,"Für die gute Frau  Baerbock, welche Kobalt und Kobold nicht auseinander halten kann …",2021-07-25 16:26:03+00:00,"((0, 88, 'GERMAN', 'de'),)","For the good woman Baerbock, who cannot keep cobalt and leprechaun apart ..."
383,Habe ich Sie darum gebeten?,2021-07-25 14:57:37+00:00,"((0, 27, 'GERMAN', 'de'),)",Did I ask you to do that?
384,Diese Partei kann man doch nicht ernst nehmen  …,2021-07-25 13:50:54+00:00,"((0, 50, 'GERMAN', 'de'),)",You can't take this party seriously...
385,"Irgendwie verständlich - unter den ersten 10 Unis weltweit findet man keine aus der EU, unter den ersten 20 auch nicht, unter den ersten 30 auch nicht, unter den ersten 40 auch nicht - erst auf Rang 50 findet sich die erste Uni aus der EU: Die TU München ….",2021-07-25 11:55:14+00:00,"((0, 261, 'GERMAN', 'de'),)","Somehow understandable - among the first 10 universities worldwide you will not find any from the EU, among the first 20 neither, among the first 30, nor among the first 40 - only the first university from the EU can be found in 50th place: The TU Munich ...."
386,"Sie belieben zu scherzen? Frau Baerbock ist nicht stark, sondern nur noch unendlich peinlich!",2021-07-25 11:19:22+00:00,"((0, 93, 'GERMAN', 'de'),)","Mrs Baerbock is not strong, but only infinitely embarrassing!"
387,Und natürlich auch hier:,2021-07-25 11:16:40+00:00,"((0, 25, 'GERMAN', 'de'),)","And, of course, here too:"
388,Das können Sie in den Finanzberichten der meisten Gemeinden nachlesen …,2021-07-25 11:14:01+00:00,"((0, 74, 'GERMAN', 'de'),)",You can read this in the financial reports of most municipalities ...
389,"Haben Sie überhaupt eine Ahnung, wieviel wir im 10-Jahres-Schnitt bezahlt haben?",2021-07-25 10:58:49+00:00,"((0, 81, 'GERMAN', 'de'),)",Do you have any idea how much we paid in the 10-year cut?
390,"Die meisten Gemeinden haben enorme Folgekosten durch die Aufnahme von Asylbewerbern und Wirtschaftsflüchtlingen - diese Kosten zu verhindern, war und ist unsere Aufgabe. Naturgemäss können diese Kosten bei einer Nicht-Aufnahme nicht genau quantifiziert werden …",2021-07-25 10:40:18+00:00,"((0, 266, 'GERMAN', 'de'),)","Most municipalities have enormous consequential costs through the reception of asylum seekers and economic refugees - to prevent these costs was and is our task. By nature, these costs cannot be quantified precisely in case of non-inclusion ..."
391,"Wieso „Bomben werfen“? Ist es nicht die Aufgabe eines jeden Gemeinderates, die Gemeinde erfolgreich zu führen und vor Unbill jeglicher Art zu verschonen?",2021-07-25 10:32:50+00:00,"((0, 158, 'GERMAN', 'de'),)","Why ""toss bombs? "" Isn\'t it the task of every councillor to lead the congregation successfully and spare it from all kinds of filth?"
392,Ich kenne unsere Polizei nicht mehr …,2021-07-25 10:20:47+00:00,"((0, 39, 'GERMAN', 'de'),)",I don't know our police anymore...
393,"Wäre es nicht bald einfacher zu melden, wem und wo die gute Dame nicht abgeschrieben hat?",2021-07-25 10:18:11+00:00,"((0, 90, 'GERMAN', 'de'),)",Wouldn't it be easier to report to whom and where the good lady didn't write off?
394,"Wäre es nicht bald einfacher zu melden, wem und wo die gute Dame nicht abgeschrieben hat?",2021-07-25 10:17:55+00:00,"((0, 90, 'GERMAN', 'de'),)",Wouldn't it be easier to report to whom and where the good lady didn't write off?
395,Bezahlt der gute Roger dann auch die Folgeschäden?,2021-07-25 10:16:36+00:00,"((0, 51, 'GERMAN', 'de'),)",Does the good Roger pay for the consequential damage?
396,An alle CH-Medien:   Zensuriert sofort diese Meldung: Seit 5 Tagen ist England „a covid Restriktion free Land“ - und seit 4 Tagen fallen die Zahlen! Das darf doch nicht sein !!!!!!!!!!,2021-07-25 10:15:42+00:00,"((0, 188, 'GERMAN', 'de'),)","To all CH media: Censored immediately this message: For 5 days England is ""a covid restriction free country - and for 4 days the numbers fall! That must not be!!!!!!!!!!"
397,… und vor allem: Wieso braucht es für die  kein Zertifikat? Reicht dort das kommunistische Manifest?,2021-07-25 10:13:23+00:00,"((0, 103, 'GERMAN', 'de'),)",... and above all: Why does it not need a certificate? Is the Communist Manifesto enough there?
398,Beginnen Sie mal zu sparen - das wird richtig teuer!,2021-07-24 17:11:34+00:00,"((0, 52, 'GERMAN', 'de'),)",Start saving - this will be really expensive!
399,In den deutschen Innenstädten legen sie sich tatsächlich mitten auf die Verkehrswege und beginnen zu beten …,2021-07-24 16:24:11+00:00,"((0, 112, 'GERMAN', 'de'),)",In the German inner cities they actually lie down in the middle of the traffic routes and begin to pray ...
400,"Das linke Netzwerk von  fliegt auf!   likt und folgt den extremen Hetzern wie  Wenn sich NR  und  NR  noch einen Resten von Glaubwürdigkeit bewahren wollen, dann müssen sie den Laden jetzt endgültig ausmisten!",2021-07-24 16:22:49+00:00,"((0, 212, 'GERMAN', 'de'),)","The left network of flies up! lics and follows the extreme hetzers like If NR and NR want to preserve a remnant of credibility, then they must now finally disappear the store!"
401,"Interessant ist vor allem, dass  solche Tweets nicht retweetet - aber schon klar: Die gute Dame ist ja bestens bekannt mit Tom Beck …",2021-07-24 15:03:56+00:00,"((0, 135, 'GERMAN', 'de'),)",It is interesting above all that such tweets do not retweet - but of course: The good lady is well known with Tom Beck ...
402,heisst mit bürgerlichem Namen Thomas Beck und stammt aus Grasswil BE - hier seine Antwort auf seine Entlarvung:,2021-07-24 14:36:51+00:00,"((0, 112, 'GERMAN', 'de'),)",is called Thomas Beck and comes from Grasswil BE - here his answer to his unmasking:
403,"Ich antworte hier nur Personen, die mit korrektem Namen und Profilbild auftreten …",2021-07-24 13:41:54+00:00,"((0, 84, 'GERMAN', 'de'),)",I answer here only persons who appear with correct name and profile image ...
404,"Heute beginnen wir mal mit der Aufdeckung der extremsten linken Schreiberlinge hier:
 heisst mit bürgerlichem Namen Thomas Beck und stammt aus Grasswil BE",2021-07-24 11:53:11+00:00,"((0, 155, 'GERMAN', 'de'),)",Today we start with the discovery of the most extreme left scribes here: is called Thomas Beck with a bourgeois name and comes from Grasswil BE
405,Tut die Wahrheit so weh?,2021-07-24 11:36:14+00:00,"((0, 24, 'GERMAN', 'de'),)",Does the truth hurt so much?
406,Antifanten und arbeiten? Wovon träumen Sie?,2021-07-24 11:30:49+00:00,"((0, 44, 'GERMAN', 'de'),)",What do you dream of?
407,"Toll, wie die „Fachkräfte“ aktiv mithelfen …",2021-07-24 11:27:27+00:00,"((0, 51, 'GERMAN', 'de'),)","Great, how the ""experts"" actively help ..."
408,Ah ja … dann zeigen Sie bitte ein vernünftiges Profilbild …,2021-07-24 10:38:30+00:00,"((0, 64, 'GERMAN', 'de'),)",Ah yes ... then please show a reasonable profile picture ...
409,"Kleiner, anonymer und erbärmlicher Feigling!",2021-07-24 10:08:23+00:00,"((0, 45, 'GERMAN', 'de'),)","Little, anonymous and pathetic coward!"
410,Lesen Sie bitte die Asylstatistik des SEM!,2021-07-23 18:13:00+00:00,"((0, 42, 'GERMAN', 'de'),)",Please read the asylum statistics of the SEM!
411,Es gibt nicht „einen Anteil“ sondern es ist die absolute Mehrheit!,2021-07-23 15:54:42+00:00,"((0, 70, 'GERMAN', 'de'),)","There is not ""a share"" but it is the absolute majority!"
412,"Wären die Medien nicht derart links, hätten wir deutlich mehr Wählerstimmen - aber bedenken Sie: Trotz all des medialen Gegenwinds sind wir mit Abstand die stärkste Partei der Schweiz!",2021-07-23 15:10:09+00:00,"((0, 188, 'GERMAN', 'de'),)","If the media were not so left, we would have much more votes - but keep in mind: despite all the media headwinds, we are by far the strongest party in Switzerland!"
413,Correktiv ist einseitig und musste auch schon korrigiert werden 🤣🤣🤣,2021-07-23 14:54:55+00:00,"((0, 76, 'GERMAN', 'de'),)",Corrective is one-sided and had to be corrected already
414,"Es ging um Oberwil-Lieli - und dort hätten uns Asylbewerber aus jedem Land treffen können - u.a. auch aus dem Irak … Aber glauben Sie bitte, es gibt gerade auch bei Wirtschaftsflüchtlingen aus Eritrea einige äusserst kostspielige „Einzelfälle“ …",2021-07-23 14:41:12+00:00,"((0, 258, 'GERMAN', 'de'),)","It was about Oberwil-Lieli - and there asylum seekers from every country could have met us - among other things also from Iraq ... But please believe that there are also some extremely expensive ""individual cases"" with economic refugees from Eritrea ..."
415,War das nun Ihre Antwort? Ich würde mich ja gerne mit Ihnen geistig duellieren - aber ich sehe gerade: Sie sind ja gänzlich unbewaffnet …,2021-07-23 14:30:15+00:00,"((0, 141, 'GERMAN', 'de'),)",Was that your answer? I would like to duel with you mentally - but I can see that you are completely unarmed ...
416,Wo würden Sie die Aufnahmegrenze für die Schweiz sehen? Wollen Sie ganz Afrika aufnehmen?,2021-07-23 14:08:02+00:00,"((0, 91, 'GERMAN', 'de'),)",Where would you see the admission limit for Switzerland? Do you want to take all of Africa?
417,"Alle 12 Tage wächst die Bevölkerung Afrikas um netto 1 Million - was Europa im 2015 aufgenommen hat, war in 18 Tagen wieder da …",2021-07-23 13:40:49+00:00,"((0, 132, 'GERMAN', 'de'),)",Every 12 days the population of Africa is growing by 1 million net - what Europe started in 2015 was back in 18 days ...
418,Natürlich muss man dieses Budget kürzen - und vor allem: Die Mittel richtig einsetzen!,2021-07-23 13:38:03+00:00,"((0, 88, 'GERMAN', 'de'),)","Of course, you have to cut this budget - and above all, make the right use of the funds!"
419,Dann kann man ins nächste sichere Land flüchten … und nicht in das Zielland seiner Wahl!,2021-07-23 13:37:05+00:00,"((0, 92, 'GERMAN', 'de'),)",Then you can flee to the next safe country ... and not to the destination country of your choice!
420,Gegen wen bitte führt Eritrea zur Zeit einen Krieg?,2021-07-23 13:21:46+00:00,"((0, 52, 'GERMAN', 'de'),)","Against whom, please, Eritrea is currently waging a war?"
421,"Es gibt Gemeinden, die bezahlen für eine einzige irakische Asylbewerberfamilie rund 300‘000.— / Jahr",2021-07-23 12:39:13+00:00,"((0, 105, 'GERMAN', 'de'),)",There are communities that pay for a single Iraqi asylum seeker family about 300'000.— / year
422,"Und durch die Nicht-Aufnahme hat unsere Gemeinde mehr eingespart, als sie bezahlt hat - zudem setzte sie ein klares und viel beachtetes Zeichen gegen den Asylmissbrauch!",2021-07-23 11:41:38+00:00,"((0, 169, 'GERMAN', 'de'),)","And through the non-inclusion, our community saved more than it paid for - besides, it set a clear and much-noticed signal against the abuse of asylum!"
423,Dieser Entscheid ist demokratisch zustande gekommen!,2021-07-23 11:34:30+00:00,"((0, 52, 'GERMAN', 'de'),)",This decision has come about democratically!
424,"Wenn tatsächlich der Mensch massgeblich am Klimawandel schuld ist - warum helfen Sozialisten  und Grüne  nicht mit, dass Eritreer in Eritrea bleiben und wir diese vor Ort unterstützen? Dort ist ihr  ökologischer Fussabdruck doch wesentlich kleiner als hier …",2021-07-23 11:26:49+00:00,"((0, 264, 'GERMAN', 'de'),)",If people are really responsible for climate change - why do Socialists and Greens not help Eritreans stay in Eritrea and we support them on the ground? Their ecological footprint is much smaller than here ...
425,"Und wenn es so wäre - helfen Sie mit, dass beispielsweise Afrikaner in Afrika bleiben und wir diese vor Ort unterstützen? Dort ist ihr  Fussabdruck nämlich wesentlich kleiner als hier …",2021-07-23 11:21:30+00:00,"((0, 190, 'GERMAN', 'de'),)",And if so - do you help Africans stay in Africa for example and we support them on the ground? Because their footprint is much smaller there than here ...
426,Der IPCC unterdrückt systematisch andere Meinungen - was soll denn da „wissenschaftlich“ bewiesen sein? Führende Forscher werden einfach totgeschwiegen …,2021-07-23 11:18:33+00:00,"((0, 161, 'GERMAN', 'de'),)","The IPCC systematically suppresses different opinions - what should be ""scientifically proven""? Leading researchers are simply silenced ..."
427,"Das meinen Sie nicht im Ernst, oder? Was haben Sie heute eingeworfen?",2021-07-23 08:44:11+00:00,"((0, 69, 'GERMAN', 'de'),)","You're not serious, are you?"
428,Nochmals: Was für Fahr- und Flugzeuge waren wohl 1860 für das Hochwasser verantwortlich?,2021-07-23 08:07:48+00:00,"((0, 90, 'GERMAN', 'de'),)",Again: What were the drivers and planes responsible for the floods in 1860?
429,Und schon das Wort „leugnen“ … unglaublich - es sind also keine anderen Meinungen mehr richtig und zulässig?,2021-07-23 08:05:59+00:00,"((0, 115, 'GERMAN', 'de'),)","And already the word ""denial"" ... incredible - so there are no other opinions right and admissible anymore?"
430,"Nicht den Klimawandel, sondern dass der Mensch einen massgebenden Einfluss darauf haben soll …",2021-07-23 08:05:11+00:00,"((0, 96, 'GERMAN', 'de'),)","Not climate change, but that people should have a decisive influence on it ..."
431,"Der Preis für eine Kilowattstunde Elektroenergie stieg während der Kanzlerschaft Merkels von 18,66 Cent auf 31,89 Cent (2021), also um fast 71 Prozent, was natürlich auch eine Folge der „Energiewende“ ist …",2021-07-23 06:50:58+00:00,"((0, 215, 'GERMAN', 'de'),)","The price of one kilowatt hour of electric energy rose during Merkel\'s chancellorship from 18.66 cents to 31.89 cents (2021), i.e. by almost 71 percent, which is of course also a consequence of the ""energy turnaround ..."
